cl_id	sub_id	circularity
MeWo	500Pa FN	0.538
MeWo	500Pa FN	0.884
MeWo	500Pa FN	0.65
MeWo	500Pa FN	0.321
MeWo	500Pa FN	0.426
MeWo	500Pa FN	0.308
MeWo	500Pa FN	0.918
MeWo	500Pa FN	0.819
MeWo	500Pa FN	0.701
MeWo	500Pa FN	0.56
MeWo	500Pa FN	0.897
MeWo	500Pa FN	0.362
MeWo	500Pa FN	0.459
MeWo	500Pa FN	0.691
MeWo	500Pa FN	0.857
MeWo	500Pa FN	0.709
MeWo	500Pa FN	0.265
MeWo	500Pa FN	0.16
MeWo	500Pa FN	0.946
MeWo	500Pa FN	0.186
MeWo	500Pa FN	0.89
MeWo	500Pa FN	0.941
MeWo	500Pa FN	0.876
MeWo	500Pa FN	0.92
MeWo	500Pa FN	0.926
MeWo	500Pa FN	0.755
MeWo	500Pa FN	0.797
MeWo	500Pa FN	0.299
MeWo	500Pa FN	0.802
MeWo	500Pa FN	0.656
MeWo	500Pa FN	0.943
MeWo	500Pa FN	0.252
MeWo	500Pa FN	0.22
MeWo	500Pa FN	0.508
MeWo	500Pa FN	0.952
MeWo	500Pa FN	0.85
MeWo	500Pa FN	0.881
MeWo	500Pa FN	0.47
MeWo	500Pa FN	0.868
MeWo	500Pa FN	0.949
MeWo	500Pa FN	0.892
MeWo	500Pa FN	0.598
MeWo	500Pa FN	0.923
MeWo	500Pa FN	0.324
MeWo	500Pa FN	0.356
MeWo	500Pa FN	0.942
MeWo	500Pa FN	0.305
MeWo	500Pa FN	0.927
MeWo	500Pa FN	0.823
MeWo	500Pa FN	0.953
MeWo	500Pa FN	0.865
MeWo	500Pa FN	0.867
MeWo	500Pa FN	0.181
MeWo	30kPa Coll	0.814
MeWo	30kPa Coll	0.897
MeWo	30kPa Coll	0.95
MeWo	30kPa Coll	0.666
MeWo	30kPa Coll	0.564
MeWo	30kPa Coll	0.889
MeWo	30kPa Coll	0.849
MeWo	30kPa Coll	0.922
MeWo	30kPa Coll	0.811
MeWo	30kPa Coll	0.33
MeWo	30kPa Coll	0.91
MeWo	30kPa Coll	0.932
MeWo	30kPa Coll	0.856
MeWo	30kPa Coll	0.942
MeWo	30kPa Coll	0.782
MeWo	30kPa Coll	0.937
MeWo	30kPa Coll	0.93
MeWo	30kPa Coll	0.594
MeWo	30kPa Coll	0.349
MeWo	30kPa Coll	0.856
MeWo	30kPa Coll	0.894
MeWo	30kPa Coll	0.944
MeWo	30kPa Coll	0.884
MeWo	30kPa Coll	0.879
MeWo	30kPa Coll	0.809
MeWo	30kPa Coll	0.908
MeWo	30kPa Coll	0.875
MeWo	30kPa Coll	0.923
MeWo	30kPa Coll	0.904
MeWo	30kPa Coll	0.913
MeWo	30kPa Coll	0.92
MeWo	30kPa Coll	0.873
MeWo	30kPa Coll	0.919
MeWo	30kPa Coll	0.88
MeWo	30kPa Coll	0.889
MeWo	30kPa Coll	0.953
MeWo	30kPa Coll	0.926
MeWo	30kPa Coll	0.924
MeWo	30kPa Coll	0.927
MeWo	30kPa Coll	0.705
MeWo	30kPa Coll	0.906
MeWo	30kPa Coll	0.861
MeWo	30kPa Coll	0.892
MeWo	30kPa Coll	0.909
MeWo	30kPa Coll	0.903
MeWo	30kPa Coll	0.903
MeWo	30kPa Coll	0.955
MeWo	30kPa Coll	0.929
MeWo	30kPa Coll	0.935
MeWo	30kPa Coll	0.912
MeWo	30kPa FN	0.381
MeWo	30kPa FN	0.693
MeWo	30kPa FN	0.279
MeWo	30kPa FN	0.19
MeWo	30kPa FN	0.493
MeWo	30kPa FN	0.146
MeWo	30kPa FN	0.926
MeWo	30kPa FN	0.833
MeWo	30kPa FN	0.191
MeWo	30kPa FN	0.522
MeWo	30kPa FN	0.554
MeWo	30kPa FN	0.176
MeWo	30kPa FN	0.233
MeWo	30kPa FN	0.226
MeWo	30kPa FN	0.419
MeWo	30kPa FN	0.177
MeWo	30kPa FN	0.541
MeWo	30kPa FN	0.229
MeWo	30kPa FN	0.624
MeWo	30kPa FN	0.934
MeWo	30kPa FN	0.686
MeWo	30kPa FN	0.34
MeWo	30kPa FN	0.834
MeWo	30kPa FN	0.83
MeWo	30kPa FN	0.888
MeWo	30kPa FN	0.699
MeWo	30kPa FN	0.324
MeWo	30kPa FN	0.605
MeWo	30kPa FN	0.358
MeWo	30kPa FN	0.624
MeWo	30kPa FN	0.52
MeWo	30kPa FN	0.257
MeWo	30kPa FN	0.29
MeWo	30kPa FN	0.822
MeWo	30kPa FN	0.276
MeWo	30kPa FN	0.404
MeWo	30kPa FN	0.42
MeWo	30kPa FN	0.644
MeWo	30kPa FN	0.512
MeWo	30kPa FN	0.452
MeWo	30kPa FN	0.279
MeWo	30kPa FN	0.859
MeWo	30kPa FN	0.456
MeWo	30kPa FN	0.883
MeWo	30kPa FN	0.111
MeWo	30kPa FN	0.585
MeWo	30kPa FN	0.464
MeWo	30kPa FN	0.167
MeWo	30kPa FN	0.291
MeWo	30kPa FN	0.906
MeWo	HA Coll	0.7
MeWo	HA Coll	0.624
MeWo	HA Coll	0.514
MeWo	HA Coll	0.368
MeWo	HA Coll	0.853
MeWo	HA Coll	0.233
MeWo	HA Coll	0.306
MeWo	HA Coll	0.753
MeWo	HA Coll	0.644
MeWo	HA Coll	0.804
MeWo	HA Coll	0.772
MeWo	HA Coll	0.726
MeWo	HA Coll	0.844
MeWo	HA Coll	0.251
MeWo	HA Coll	0.642
MeWo	HA Coll	0.938
MeWo	HA Coll	0.897
MeWo	HA Coll	0.912
MeWo	HA Coll	0.702
MeWo	HA Coll	0.888
MeWo	HA Coll	0.936
MeWo	HA Coll	0.927
MeWo	HA Coll	0.236
MeWo	HA Coll	0.913
MeWo	HA Coll	0.402
MeWo	HA Coll	0.824
MeWo	HA Coll	0.855
MeWo	HA Coll	0.895
MeWo	HA Coll	0.904
MeWo	HA Coll	0.903
MeWo	HA Coll	0.91
MeWo	HA Coll	0.891
MeWo	HA Coll	0.358
MeWo	HA Coll	0.813
MeWo	HA Coll	0.702
MeWo	HA Coll	0.917
MeWo	HA Coll	0.253
MeWo	HA Coll	0.654
MeWo	HA Coll	0.873
MeWo	HA Coll	0.883
MeWo	HA Coll	0.873
MeWo	HA Coll	0.906
MeWo	HA Coll	0.82
MeWo	HA Coll	0.936
MeWo	HA Coll	0.924
MeWo	HA Coll	0.934
MeWo	HA Coll	0.687
MeWo	HA Coll	0.881
MeWo	HA Coll	0.8
MeWo	HA Coll	0.932
MeWo	HA Coll	0.431
MeWo	HA Coll	0.398
MeWo	HA Coll	0.444
MeWo	HA Coll	0.767
MeWo	HA Coll	0.157
MeWo	HA Coll	0.415
MeWo	HA Coll	0.299
MeWo	HA Coll	0.234
MeWo	HA Coll	0.748
MeWo	HA Coll	0.41
MeWo	HA Coll	0.137
MeWo	HA Coll	0.879
MeWo	HA Coll	0.246
MeWo	HA Coll	0.931
MeWo	HA Coll	0.234
MeWo	HA Coll	0.937
MeWo	HA Coll	0.857
MeWo	HA Coll	0.126
MeWo	HA Coll	0.848
MeWo	HA Coll	0.272
MeWo	HA Coll	0.101
MeWo	HA Coll	0.698
MeWo	HA Coll	0.835
MeWo	HA Coll	0.869
MeWo	HA Coll	0.918
MeWo	HA Coll	0.875
MeWo	HA Coll	0.497
MeWo	HA Coll	0.474
MeWo	HA Coll	0.484
MeWo	HA Coll	0.182
MeWo	HA Coll	0.353
MeWo	HA Coll	0.273
MeWo	HA Coll	0.266
MeWo	HA Coll	0.223
MeWo	HA Coll	0.737
MeWo	HA Coll	0.329
MeWo	HA Coll	0.773
MeWo	HA Coll	0.9
MeWo	HA Coll	0.633
MeWo	HA Coll	0.936
MeWo	HA Coll	0.861
MeWo	HA Coll	0.087
MeWo	HA Coll	0.898
MeWo	HA Coll	0.344
MeWo	HA Coll	0.532
MeWo	HA Coll	0.391
MeWo	HA Coll	0.416
MeWo	HA Coll	0.167
MeWo	HA Coll	0.139
MeWo	HA Coll	0.148
MeWo	HA FN	0.44
MeWo	HA FN	0.933
MeWo	HA FN	0.126
MeWo	HA FN	0.109
MeWo	HA FN	0.743
MeWo	HA FN	0.724
MeWo	HA FN	0.697
MeWo	HA FN	0.83
MeWo	HA FN	0.762
MeWo	HA FN	0.79
MeWo	HA FN	0.663
MeWo	HA FN	0.91
MeWo	HA FN	0.709
MeWo	HA FN	0.666
MeWo	HA FN	0.958
MeWo	HA FN	0.905
MeWo	HA FN	0.911
MeWo	HA FN	0.909
MeWo	HA FN	0.829
MeWo	HA FN	0.796
MeWo	HA FN	0.878
MeWo	HA FN	0.885
MeWo	HA FN	0.855
MeWo	HA FN	0.902
MeWo	HA FN	0.182
MeWo	HA FN	0.782
MeWo	HA FN	0.344
MeWo	HA FN	0.712
MeWo	HA FN	0.78
MeWo	HA FN	0.925
MeWo	HA FN	0.365
MeWo	HA FN	0.906
MeWo	HA FN	0.772
MeWo	HA FN	0.417
MeWo	HA FN	0.79
MeWo	HA FN	0.063
MeWo	HA FN	0.178
MeWo	HA FN	0.787
MeWo	HA FN	0.407
MeWo	HA FN	0.384
MeWo	HA FN	0.291
MeWo	HA FN	0.874
MeWo	HA FN	0.407
MeWo	HA FN	0.876
MeWo	HA FN	0.851
MeWo	HA FN	0.891
MeWo	HA FN	0.774
MeWo	HA FN	0.63
MeWo	HA FN	0.833
MeWo	HA FN	0.29
MeWo	HA FN	0.846
MeWo	HA FN	0.783
MeWo	HA FN	0.914
MeWo	HA FN	0.854
MeWo	HA FN	0.959
MeWo	HA FN	0.909
MeWo	HA FN	0.87
MeWo	HA FN	0.9
MeWo	HA FN	0.86
MeWo	HA FN	0.935
MeWo	HA FN	0.281
MeWo	HA FN	0.939
MeWo	HA FN	0.393
MeWo	HA FN	0.255
MeWo	HA FN	0.926
MeWo	HA FN	0.848
MeWo	HA FN	0.941
MeWo	HA FN	0.927
MeWo	HA FN	0.819
MeWo	HA FN	0.879
MeWo	HA FN	0.771
MeWo	HA FN	0.592
MeWo	HA FN	0.721
MeWo	HA FN	0.192
MeWo	HA FN	0.29
MeWo	HA FN	0.906
MeWo	HA FN	0.798
MeWo	HA FN	0.519
MeWo	HA FN	0.924
MeWo	HA FN	0.844
MeWo	Glass	0.823
MeWo	Glass	0.38
MeWo	Glass	0.536
MeWo	Glass	0.203
MeWo	Glass	0.192
MeWo	Glass	0.123
MeWo	Glass	0.893
MeWo	Glass	0.947
MeWo	Glass	0.363
MeWo	Glass	0.246
MeWo	Glass	0.111
MeWo	Glass	0.424
MeWo	Glass	0.468
MeWo	Glass	0.291
MeWo	Glass	0.293
MeWo	Glass	0.197
MeWo	Glass	0.363
MeWo	Glass	0.244
MeWo	Glass	0.882
MeWo	Glass	0.242
MeWo	Glass	0.81
MeWo	Glass	0.232
MeWo	Glass	0.148
MeWo	Glass	0.629
MeWo	Glass	0.374
MeWo	Glass	0.317
MeWo	Glass	0.308
MeWo	Glass	0.22
MeWo	Glass	0.232
MeWo	Glass	0.248
MeWo	Glass	0.405
MeWo	Glass	0.111
MeWo	Glass	0.634
MeWo	Glass	0.134
MeWo	Glass	0.093
MeWo	Glass	0.197
MeWo	Glass	0.286
MeWo	Glass	0.764
MeWo	Glass	0.588
MeWo	Glass	0.179
MeWo	Glass	0.262
MeWo	Glass	0.472
MeWo	Glass	0.384
MeWo	Glass	0.238
MeWo	Glass	0.145
MeWo	Glass	0.412
MeWo	Glass	0.172
MeWo	Glass	0.306
MeWo	Glass	0.191
MeWo	Glass	0.858
MeWo	Glass	0.257
MeWo	Glass	0.926
MeWo	Glass	0.191
MeWo	Glass	0.186
MeWo	Glass	0.805
MeWo	Glass	0.082
MeWo	Glass	0.883
MeWo	Glass	0.352
MeWo	Glass	0.302
MeWo	Glass	0.129
MeWo	Glass	0.066
MeWo	Glass	0.141
MeWo	Glass	0.911
MeWo	Glass	0.209
MeWo	Glass	0.138
MeWo	Glass	0.299
MeWo	Glass	0.06
MeWo	Glass	0.684
MeWo	Glass	0.128
MeWo	Glass	0.932
MeWo	Glass	0.267
MeWo	Glass	0.107
MeWo	Glass	0.911
MeWo	Glass	0.138
MeWo	Glass	0.259
MeWo	Glass	0.294
MeWo	Glass	0.221
MeWo	Glass	0.152
MeWo	Glass	0.198
MeWo	Glass	0.13
MeWo	Glass	0.108
MeWo	Glass	0.201
MeWo	Glass	0.52
MeWo	Glass	0.871
MeWo	Glass	0.165
MeWo	Glass	0.116
MeWo	Glass	0.16
MeWo	Glass	0.335
MeWo	Glass	0.241
MeWo	Glass	0.505
MeWo	Glass	0.145
MeWo	Glass	0.143
MeWo	Glass	0.12
MeWo	Glass	0.502
MeWo	Glass	0.207
MeWo	Glass	0.179
MeWo	Glass	0.132
MeWo	Glass	0.208
MeWo	Glass	0.185
MeWo	Glass	0.062
RWPE-1	500Pa Coll	0.902
RWPE-1	500Pa Coll	0.795
RWPE-1	500Pa Coll	0.93
RWPE-1	500Pa Coll	0.332
RWPE-1	500Pa Coll	0.852
RWPE-1	500Pa Coll	0.913
RWPE-1	500Pa Coll	0.68
RWPE-1	500Pa Coll	0.889
RWPE-1	500Pa Coll	0.886
RWPE-1	500Pa Coll	0.721
RWPE-1	500Pa Coll	0.871
RWPE-1	500Pa Coll	0.512
RWPE-1	500Pa Coll	0.864
RWPE-1	500Pa Coll	0.763
RWPE-1	500Pa Coll	0.849
RWPE-1	500Pa Coll	0.903
RWPE-1	500Pa Coll	0.876
RWPE-1	500Pa Coll	0.854
RWPE-1	500Pa Coll	0.881
RWPE-1	500Pa Coll	0.759
RWPE-1	500Pa Coll	0.877
RWPE-1	500Pa Coll	0.807
RWPE-1	500Pa Coll	0.842
RWPE-1	500Pa Coll	0.858
RWPE-1	500Pa Coll	0.816
RWPE-1	500Pa Coll	0.773
RWPE-1	500Pa Coll	0.767
RWPE-1	500Pa Coll	0.908
RWPE-1	500Pa Coll	0.918
RWPE-1	500Pa Coll	0.876
RWPE-1	500Pa Coll	0.909
RWPE-1	500Pa Coll	0.89
RWPE-1	500Pa Coll	0.766
RWPE-1	500Pa Coll	0.911
RWPE-1	500Pa Coll	0.934
RWPE-1	500Pa Coll	0.793
RWPE-1	500Pa Coll	0.874
RWPE-1	500Pa Coll	0.831
RWPE-1	500Pa Coll	0.94
RWPE-1	500Pa Coll	0.898
RWPE-1	500Pa Coll	0.898
RWPE-1	500Pa Coll	0.798
RWPE-1	500Pa Coll	0.885
RWPE-1	500Pa Coll	0.807
RWPE-1	500Pa Coll	0.713
RWPE-1	500Pa Coll	0.851
RWPE-1	500Pa Coll	0.889
RWPE-1	500Pa Coll	0.693
RWPE-1	500Pa Coll	0.911
RWPE-1	500Pa Coll	0.89
RWPE-1	500Pa Coll	0.926
RWPE-1	500Pa Coll	0.789
RWPE-1	500Pa Coll	0.829
RWPE-1	500Pa Coll	0.84
RWPE-1	500Pa Coll	0.765
RWPE-1	500Pa Coll	0.9
RWPE-1	500Pa Coll	0.86
RWPE-1	500Pa Coll	0.796
RWPE-1	500Pa Coll	0.666
RWPE-1	500Pa Coll	0.741
RWPE-1	500Pa Coll	0.93
RWPE-1	500Pa Coll	0.539
RWPE-1	500Pa Coll	0.677
RWPE-1	500Pa Coll	0.824
RWPE-1	500Pa Coll	0.666
RWPE-1	500Pa Coll	0.892
RWPE-1	500Pa Coll	0.837
RWPE-1	500Pa Coll	0.476
RWPE-1	500Pa Coll	0.965
RWPE-1	500Pa Coll	0.926
RWPE-1	500Pa Coll	0.939
RWPE-1	500Pa Coll	0.674
RWPE-1	500Pa Coll	0.772
RWPE-1	500Pa Coll	0.933
RWPE-1	500Pa Coll	0.94
RWPE-1	500Pa Coll	0.898
RWPE-1	500Pa Coll	0.915
RWPE-1	500Pa Coll	0.783
RWPE-1	500Pa Coll	0.877
RWPE-1	500Pa Coll	0.953
RWPE-1	500Pa Coll	0.96
RWPE-1	500Pa Coll	0.882
RWPE-1	500Pa Coll	0.91
RWPE-1	500Pa Coll	0.943
RWPE-1	500Pa Coll	0.953
RWPE-1	500Pa Coll	0.915
RWPE-1	500Pa Coll	0.881
RWPE-1	500Pa Coll	0.929
RWPE-1	500Pa Coll	0.555
RWPE-1	500Pa Coll	0.9
RWPE-1	500Pa Coll	0.83
RWPE-1	500Pa Coll	0.824
RWPE-1	500Pa Coll	0.895
RWPE-1	500Pa Coll	0.567
RWPE-1	500Pa Coll	0.895
RWPE-1	500Pa Coll	0.596
RWPE-1	500Pa Coll	0.853
RWPE-1	500Pa Coll	0.806
RWPE-1	500Pa Coll	0.885
RWPE-1	500Pa Coll	0.888
RWPE-1	500Pa FN	0.898
RWPE-1	500Pa FN	0.931
RWPE-1	500Pa FN	0.626
RWPE-1	500Pa FN	0.925
RWPE-1	500Pa FN	0.923
RWPE-1	500Pa FN	0.887
RWPE-1	500Pa FN	0.877
RWPE-1	500Pa FN	0.859
RWPE-1	500Pa FN	0.768
RWPE-1	500Pa FN	0.931
RWPE-1	500Pa FN	0.868
RWPE-1	500Pa FN	0.871
RWPE-1	500Pa FN	0.623
RWPE-1	500Pa FN	0.908
RWPE-1	500Pa FN	0.889
RWPE-1	500Pa FN	0.794
RWPE-1	500Pa FN	0.816
RWPE-1	500Pa FN	0.94
RWPE-1	500Pa FN	0.923
RWPE-1	500Pa FN	0.944
RWPE-1	500Pa FN	0.916
RWPE-1	500Pa FN	0.851
RWPE-1	500Pa FN	0.844
RWPE-1	500Pa FN	0.921
RWPE-1	500Pa FN	0.907
RWPE-1	500Pa FN	0.926
RWPE-1	500Pa FN	0.933
RWPE-1	500Pa FN	0.878
RWPE-1	500Pa FN	0.847
RWPE-1	500Pa FN	0.747
RWPE-1	500Pa FN	0.712
RWPE-1	500Pa FN	0.926
RWPE-1	500Pa FN	0.878
RWPE-1	500Pa FN	0.882
RWPE-1	500Pa FN	0.89
RWPE-1	500Pa FN	0.866
RWPE-1	500Pa FN	0.93
RWPE-1	500Pa FN	0.939
RWPE-1	500Pa FN	0.654
RWPE-1	500Pa FN	0.91
RWPE-1	500Pa FN	0.758
RWPE-1	500Pa FN	0.652
RWPE-1	500Pa FN	0.876
RWPE-1	500Pa FN	0.928
RWPE-1	500Pa FN	0.865
RWPE-1	500Pa FN	0.85
RWPE-1	500Pa FN	0.912
RWPE-1	500Pa FN	0.89
RWPE-1	500Pa FN	0.868
RWPE-1	500Pa FN	0.622
RWPE-1	500Pa FN	0.901
RWPE-1	500Pa FN	0.847
RWPE-1	500Pa FN	0.674
RWPE-1	500Pa FN	0.93
RWPE-1	500Pa FN	0.748
RWPE-1	500Pa FN	0.951
RWPE-1	500Pa FN	0.918
RWPE-1	500Pa FN	0.762
RWPE-1	500Pa FN	0.893
RWPE-1	500Pa FN	0.911
RWPE-1	500Pa FN	0.933
RWPE-1	500Pa FN	0.801
RWPE-1	500Pa FN	0.907
RWPE-1	500Pa FN	0.927
RWPE-1	500Pa FN	0.906
RWPE-1	500Pa FN	0.629
RWPE-1	500Pa FN	0.941
RWPE-1	500Pa FN	0.841
RWPE-1	500Pa FN	0.941
RWPE-1	500Pa FN	0.902
RWPE-1	500Pa FN	0.922
RWPE-1	500Pa FN	0.942
RWPE-1	500Pa FN	0.933
RWPE-1	500Pa FN	0.941
RWPE-1	500Pa FN	0.923
RWPE-1	500Pa FN	0.966
RWPE-1	500Pa FN	0.677
RWPE-1	500Pa FN	0.92
RWPE-1	500Pa FN	0.953
RWPE-1	500Pa FN	0.747
RWPE-1	500Pa FN	0.778
RWPE-1	500Pa FN	0.944
RWPE-1	500Pa FN	0.889
RWPE-1	500Pa FN	0.947
RWPE-1	500Pa FN	0.942
RWPE-1	500Pa FN	0.653
RWPE-1	500Pa FN	0.91
RWPE-1	500Pa FN	0.897
RWPE-1	500Pa FN	0.822
RWPE-1	500Pa FN	0.919
RWPE-1	500Pa FN	0.938
RWPE-1	500Pa FN	0.901
RWPE-1	500Pa FN	0.644
RWPE-1	500Pa FN	0.795
RWPE-1	500Pa FN	0.587
RWPE-1	500Pa FN	0.888
RWPE-1	500Pa FN	0.938
RWPE-1	500Pa FN	0.724
RWPE-1	500Pa FN	0.885
RWPE-1	500Pa FN	0.836
RWPE-1	500Pa FN	0.861
RWPE-1	500Pa FN	0.662
RWPE-1	500Pa FN	0.864
RWPE-1	30kPa Coll	0.623
RWPE-1	30kPa Coll	0.697
RWPE-1	30kPa Coll	0.681
RWPE-1	30kPa Coll	0.38
RWPE-1	30kPa Coll	0.604
RWPE-1	30kPa Coll	0.621
RWPE-1	30kPa Coll	0.946
RWPE-1	30kPa Coll	0.726
RWPE-1	30kPa Coll	0.829
RWPE-1	30kPa Coll	0.925
RWPE-1	30kPa Coll	0.82
RWPE-1	30kPa Coll	0.787
RWPE-1	30kPa Coll	0.879
RWPE-1	30kPa Coll	0.875
RWPE-1	30kPa Coll	0.851
RWPE-1	30kPa Coll	0.768
RWPE-1	30kPa Coll	0.881
RWPE-1	30kPa Coll	0.696
RWPE-1	30kPa Coll	0.73
RWPE-1	30kPa Coll	0.935
RWPE-1	30kPa Coll	0.676
RWPE-1	30kPa Coll	0.646
RWPE-1	30kPa Coll	0.853
RWPE-1	30kPa Coll	0.933
RWPE-1	30kPa Coll	0.606
RWPE-1	30kPa Coll	0.86
RWPE-1	30kPa Coll	0.862
RWPE-1	30kPa Coll	0.735
RWPE-1	30kPa Coll	0.901
RWPE-1	30kPa Coll	0.62
RWPE-1	30kPa Coll	0.88
RWPE-1	30kPa Coll	0.858
RWPE-1	30kPa Coll	0.787
RWPE-1	30kPa Coll	0.686
RWPE-1	30kPa Coll	0.779
RWPE-1	30kPa Coll	0.921
RWPE-1	30kPa Coll	0.549
RWPE-1	30kPa Coll	0.659
RWPE-1	30kPa Coll	0.741
RWPE-1	30kPa Coll	0.898
RWPE-1	30kPa Coll	0.927
RWPE-1	30kPa Coll	0.921
RWPE-1	30kPa Coll	0.706
RWPE-1	30kPa Coll	0.88
RWPE-1	30kPa Coll	0.671
RWPE-1	30kPa Coll	0.817
RWPE-1	30kPa Coll	0.727
RWPE-1	30kPa Coll	0.876
RWPE-1	30kPa Coll	0.924
RWPE-1	30kPa Coll	0.792
RWPE-1	30kPa Coll	0.861
RWPE-1	30kPa Coll	0.836
RWPE-1	30kPa Coll	0.684
RWPE-1	30kPa Coll	0.671
RWPE-1	30kPa Coll	0.88
RWPE-1	30kPa Coll	0.67
RWPE-1	30kPa Coll	0.86
RWPE-1	30kPa Coll	0.792
RWPE-1	30kPa Coll	0.818
RWPE-1	30kPa Coll	0.94
RWPE-1	30kPa Coll	0.861
RWPE-1	30kPa Coll	0.745
RWPE-1	30kPa Coll	0.798
RWPE-1	30kPa Coll	0.92
RWPE-1	30kPa Coll	0.922
RWPE-1	30kPa Coll	0.833
RWPE-1	30kPa Coll	0.806
RWPE-1	30kPa Coll	0.829
RWPE-1	30kPa Coll	0.881
RWPE-1	30kPa Coll	0.682
RWPE-1	30kPa Coll	0.815
RWPE-1	30kPa Coll	0.856
RWPE-1	30kPa Coll	0.653
RWPE-1	30kPa Coll	0.887
RWPE-1	30kPa Coll	0.654
RWPE-1	30kPa Coll	0.693
RWPE-1	30kPa Coll	0.903
RWPE-1	30kPa Coll	0.646
RWPE-1	30kPa Coll	0.559
RWPE-1	30kPa Coll	0.761
RWPE-1	30kPa Coll	0.796
RWPE-1	30kPa Coll	0.748
RWPE-1	30kPa Coll	0.923
RWPE-1	30kPa Coll	0.901
RWPE-1	30kPa Coll	0.787
RWPE-1	30kPa Coll	0.848
RWPE-1	30kPa Coll	0.815
RWPE-1	30kPa Coll	0.823
RWPE-1	30kPa Coll	0.81
RWPE-1	30kPa Coll	0.764
RWPE-1	30kPa Coll	0.889
RWPE-1	30kPa Coll	0.893
RWPE-1	30kPa Coll	0.599
RWPE-1	30kPa Coll	0.772
RWPE-1	30kPa Coll	0.88
RWPE-1	30kPa Coll	0.647
RWPE-1	30kPa Coll	0.743
RWPE-1	30kPa Coll	0.649
RWPE-1	30kPa Coll	0.641
RWPE-1	30kPa Coll	0.94
RWPE-1	30kPa Coll	0.73
RWPE-1	30kPa Coll	0.857
RWPE-1	30kPa FN	0.762
RWPE-1	30kPa FN	0.93
RWPE-1	30kPa FN	0.923
RWPE-1	30kPa FN	0.893
RWPE-1	30kPa FN	0.914
RWPE-1	30kPa FN	0.862
RWPE-1	30kPa FN	0.911
RWPE-1	30kPa FN	0.849
RWPE-1	30kPa FN	0.792
RWPE-1	30kPa FN	0.959
RWPE-1	30kPa FN	0.905
RWPE-1	30kPa FN	0.914
RWPE-1	30kPa FN	0.85
RWPE-1	30kPa FN	0.776
RWPE-1	30kPa FN	0.694
RWPE-1	30kPa FN	0.912
RWPE-1	30kPa FN	0.839
RWPE-1	30kPa FN	0.88
RWPE-1	30kPa FN	0.879
RWPE-1	30kPa FN	0.894
RWPE-1	30kPa FN	0.922
RWPE-1	30kPa FN	0.848
RWPE-1	30kPa FN	0.908
RWPE-1	30kPa FN	0.745
RWPE-1	30kPa FN	0.935
RWPE-1	30kPa FN	0.922
RWPE-1	30kPa FN	0.888
RWPE-1	30kPa FN	0.909
RWPE-1	30kPa FN	0.945
RWPE-1	30kPa FN	0.929
RWPE-1	30kPa FN	0.694
RWPE-1	30kPa FN	0.901
RWPE-1	30kPa FN	0.918
RWPE-1	30kPa FN	0.901
RWPE-1	30kPa FN	0.875
RWPE-1	30kPa FN	0.882
RWPE-1	30kPa FN	0.894
RWPE-1	30kPa FN	0.927
RWPE-1	30kPa FN	0.906
RWPE-1	30kPa FN	0.901
RWPE-1	30kPa FN	0.887
RWPE-1	30kPa FN	0.925
RWPE-1	30kPa FN	0.809
RWPE-1	30kPa FN	0.938
RWPE-1	30kPa FN	0.862
RWPE-1	30kPa FN	0.912
RWPE-1	30kPa FN	0.866
RWPE-1	30kPa FN	0.94
RWPE-1	30kPa FN	0.92
RWPE-1	30kPa FN	0.878
RWPE-1	30kPa FN	0.783
RWPE-1	30kPa FN	0.755
RWPE-1	30kPa FN	0.8
RWPE-1	30kPa FN	0.816
RWPE-1	30kPa FN	0.917
RWPE-1	30kPa FN	0.888
RWPE-1	30kPa FN	0.881
RWPE-1	30kPa FN	0.845
RWPE-1	30kPa FN	0.596
RWPE-1	30kPa FN	0.815
RWPE-1	30kPa FN	0.882
RWPE-1	30kPa FN	0.513
RWPE-1	30kPa FN	0.896
RWPE-1	30kPa FN	0.897
RWPE-1	30kPa FN	0.854
RWPE-1	30kPa FN	0.848
RWPE-1	30kPa FN	0.829
RWPE-1	30kPa FN	0.928
RWPE-1	30kPa FN	0.566
RWPE-1	30kPa FN	0.862
RWPE-1	30kPa FN	0.779
RWPE-1	30kPa FN	0.926
RWPE-1	30kPa FN	0.903
RWPE-1	30kPa FN	0.728
RWPE-1	30kPa FN	0.909
RWPE-1	30kPa FN	0.645
RWPE-1	30kPa FN	0.669
RWPE-1	30kPa FN	0.663
RWPE-1	30kPa FN	0.946
RWPE-1	30kPa FN	0.719
RWPE-1	30kPa FN	0.917
RWPE-1	30kPa FN	0.918
RWPE-1	30kPa FN	0.863
RWPE-1	30kPa FN	0.793
RWPE-1	30kPa FN	0.885
RWPE-1	30kPa FN	0.919
RWPE-1	30kPa FN	0.918
RWPE-1	30kPa FN	0.939
RWPE-1	30kPa FN	0.876
RWPE-1	30kPa FN	0.933
RWPE-1	30kPa FN	0.915
RWPE-1	30kPa FN	0.808
RWPE-1	30kPa FN	0.905
RWPE-1	30kPa FN	0.867
RWPE-1	30kPa FN	0.892
RWPE-1	30kPa FN	0.614
RWPE-1	30kPa FN	0.911
RWPE-1	30kPa FN	0.906
RWPE-1	30kPa FN	0.826
RWPE-1	30kPa FN	0.921
RWPE-1	30kPa FN	0.656
RWPE-1	30kPa FN	0.92
RWPE-1	30kPa FN	0.878
RWPE-1	HA Coll	0.851
