cl_id	sub_id	circularity
SK-MEL-2	500Pa Coll	0.385
SK-MEL-2	500Pa Coll	0.371
SK-MEL-2	500Pa Coll	0.903
SK-MEL-2	500Pa Coll	0.231
SK-MEL-2	500Pa Coll	0.477
SK-MEL-2	500Pa Coll	0.688
SK-MEL-2	500Pa Coll	0.424
SK-MEL-2	500Pa Coll	0.261
SK-MEL-2	500Pa Coll	0.521
SK-MEL-2	500Pa Coll	0.932
SK-MEL-2	500Pa Coll	0.58
SK-MEL-2	500Pa Coll	0.672
SK-MEL-2	500Pa Coll	0.681
SK-MEL-2	500Pa Coll	0.831
SK-MEL-2	500Pa Coll	0.914
SK-MEL-2	500Pa Coll	0.514
SK-MEL-2	500Pa Coll	0.939
SK-MEL-2	500Pa Coll	0.646
SK-MEL-2	500Pa Coll	0.925
SK-MEL-2	500Pa Coll	0.875
SK-MEL-2	500Pa Coll	0.431
SK-MEL-2	500Pa Coll	0.443
SK-MEL-2	500Pa Coll	0.404
SK-MEL-2	500Pa Coll	0.687
SK-MEL-2	500Pa Coll	0.657
SK-MEL-2	500Pa Coll	0.685
SK-MEL-2	500Pa Coll	0.701
SK-MEL-2	500Pa Coll	0.612
SK-MEL-2	500Pa Coll	0.739
SK-MEL-2	500Pa Coll	0.734
SK-MEL-2	500Pa Coll	0.537
SK-MEL-2	500Pa Coll	0.765
SK-MEL-2	500Pa Coll	0.841
SK-MEL-2	500Pa Coll	0.285
SK-MEL-2	500Pa Coll	0.875
SK-MEL-2	500Pa Coll	0.866
SK-MEL-2	500Pa Coll	0.824
SK-MEL-2	500Pa Coll	0.479
SK-MEL-2	500Pa Coll	0.763
SK-MEL-2	500Pa Coll	0.239
SK-MEL-2	500Pa Coll	0.569
SK-MEL-2	500Pa Coll	0.866
SK-MEL-2	500Pa Coll	0.855
SK-MEL-2	500Pa Coll	0.822
SK-MEL-2	500Pa Coll	0.916
SK-MEL-2	500Pa Coll	0.847
SK-MEL-2	500Pa Coll	0.717
SK-MEL-2	500Pa Coll	0.787
SK-MEL-2	500Pa Coll	0.76
SK-MEL-2	500Pa Coll	0.821
SK-MEL-2	500Pa Coll	0.797
SK-MEL-2	500Pa Coll	0.755
SK-MEL-2	500Pa Coll	0.849
SK-MEL-2	500Pa Coll	0.866
SK-MEL-2	500Pa Coll	0.822
SK-MEL-2	500Pa Coll	0.773
SK-MEL-2	500Pa Coll	0.802
SK-MEL-2	500Pa Coll	0.813
SK-MEL-2	500Pa Coll	0.699
SK-MEL-2	500Pa Coll	0.875
SK-MEL-2	500Pa Coll	0.903
SK-MEL-2	500Pa Coll	0.904
SK-MEL-2	500Pa Coll	0.929
SK-MEL-2	500Pa Coll	0.85
SK-MEL-2	500Pa Coll	0.779
SK-MEL-2	500Pa Coll	0.822
SK-MEL-2	500Pa Coll	0.907
SK-MEL-2	500Pa Coll	0.782
SK-MEL-2	500Pa Coll	0.728
SK-MEL-2	500Pa Coll	0.759
SK-MEL-2	500Pa Coll	0.775
SK-MEL-2	500Pa Coll	0.464
SK-MEL-2	500Pa Coll	0.721
SK-MEL-2	500Pa Coll	0.744
SK-MEL-2	500Pa Coll	0.928
SK-MEL-2	500Pa Coll	0.837
SK-MEL-2	500Pa Coll	0.755
SK-MEL-2	500Pa Coll	0.804
SK-MEL-2	500Pa Coll	0.876
SK-MEL-2	500Pa Coll	0.734
SK-MEL-2	500Pa Coll	0.829
SK-MEL-2	500Pa Coll	0.862
SK-MEL-2	500Pa Coll	0.912
SK-MEL-2	500Pa Coll	0.711
SK-MEL-2	500Pa Coll	0.789
SK-MEL-2	500Pa Coll	0.667
SK-MEL-2	500Pa Coll	0.752
SK-MEL-2	500Pa Coll	0.8
SK-MEL-2	500Pa Coll	0.741
SK-MEL-2	500Pa Coll	0.648
SK-MEL-2	500Pa Coll	0.926
SK-MEL-2	500Pa Coll	0.859
SK-MEL-2	500Pa Coll	0.886
SK-MEL-2	500Pa Coll	0.734
SK-MEL-2	500Pa Coll	0.769
SK-MEL-2	500Pa Coll	0.693
SK-MEL-2	500Pa Coll	0.668
SK-MEL-2	500Pa Coll	0.604
SK-MEL-2	500Pa Coll	0.937
SK-MEL-2	500Pa Coll	0.897
SK-MEL-2	500Pa Coll	0.869
SK-MEL-2	500Pa FN	0.889
SK-MEL-2	500Pa FN	0.66
SK-MEL-2	500Pa FN	0.908
SK-MEL-2	500Pa FN	0.556
SK-MEL-2	500Pa FN	0.65
SK-MEL-2	500Pa FN	0.437
SK-MEL-2	500Pa FN	0.607
SK-MEL-2	500Pa FN	0.616
SK-MEL-2	500Pa FN	0.25
SK-MEL-2	500Pa FN	0.819
SK-MEL-2	500Pa FN	0.402
SK-MEL-2	500Pa FN	0.766
SK-MEL-2	500Pa FN	0.795
SK-MEL-2	500Pa FN	0.43
SK-MEL-2	500Pa FN	0.32
SK-MEL-2	500Pa FN	0.247
SK-MEL-2	500Pa FN	0.313
SK-MEL-2	500Pa FN	0.551
SK-MEL-2	500Pa FN	0.707
SK-MEL-2	500Pa FN	0.765
SK-MEL-2	500Pa FN	0.617
SK-MEL-2	500Pa FN	0.531
SK-MEL-2	500Pa FN	0.665
SK-MEL-2	500Pa FN	0.871
SK-MEL-2	500Pa FN	0.706
SK-MEL-2	500Pa FN	0.792
SK-MEL-2	500Pa FN	0.694
SK-MEL-2	500Pa FN	0.634
SK-MEL-2	500Pa FN	0.707
SK-MEL-2	500Pa FN	0.784
SK-MEL-2	500Pa FN	0.289
SK-MEL-2	500Pa FN	0.223
SK-MEL-2	500Pa FN	0.632
SK-MEL-2	500Pa FN	0.523
SK-MEL-2	500Pa FN	0.746
SK-MEL-2	500Pa FN	0.519
SK-MEL-2	500Pa FN	0.096
SK-MEL-2	500Pa FN	0.549
SK-MEL-2	500Pa FN	0.168
SK-MEL-2	500Pa FN	0.661
SK-MEL-2	500Pa FN	0.865
SK-MEL-2	500Pa FN	0.332
SK-MEL-2	500Pa FN	0.463
SK-MEL-2	500Pa FN	0.458
SK-MEL-2	500Pa FN	0.455
SK-MEL-2	500Pa FN	0.892
SK-MEL-2	500Pa FN	0.263
SK-MEL-2	500Pa FN	0.656
SK-MEL-2	500Pa FN	0.646
SK-MEL-2	500Pa FN	0.652
SK-MEL-2	500Pa FN	0.985
SK-MEL-2	500Pa FN	0.956
SK-MEL-2	500Pa FN	0.98
SK-MEL-2	500Pa FN	0.939
SK-MEL-2	500Pa FN	0.931
SK-MEL-2	500Pa FN	0.926
SK-MEL-2	500Pa FN	0.853
SK-MEL-2	500Pa FN	0.827
SK-MEL-2	500Pa FN	0.911
SK-MEL-2	500Pa FN	0.893
SK-MEL-2	500Pa FN	0.913
SK-MEL-2	500Pa FN	0.827
SK-MEL-2	500Pa FN	0.952
SK-MEL-2	500Pa FN	0.932
SK-MEL-2	500Pa FN	0.95
SK-MEL-2	500Pa FN	0.882
SK-MEL-2	500Pa FN	0.934
SK-MEL-2	500Pa FN	0.926
SK-MEL-2	500Pa FN	0.908
SK-MEL-2	500Pa FN	0.883
SK-MEL-2	500Pa FN	0.904
SK-MEL-2	500Pa FN	0.925
SK-MEL-2	500Pa FN	0.904
SK-MEL-2	500Pa FN	0.774
SK-MEL-2	500Pa FN	0.82
SK-MEL-2	500Pa FN	0.844
SK-MEL-2	500Pa FN	0.857
SK-MEL-2	500Pa FN	0.916
SK-MEL-2	500Pa FN	0.912
SK-MEL-2	500Pa FN	0.647
SK-MEL-2	500Pa FN	0.92
SK-MEL-2	500Pa FN	0.843
SK-MEL-2	500Pa FN	0.866
SK-MEL-2	500Pa FN	0.902
SK-MEL-2	500Pa FN	0.938
SK-MEL-2	500Pa FN	0.762
SK-MEL-2	500Pa FN	0.783
SK-MEL-2	500Pa FN	0.893
SK-MEL-2	500Pa FN	0.954
SK-MEL-2	500Pa FN	0.836
SK-MEL-2	500Pa FN	0.921
SK-MEL-2	500Pa FN	0.926
SK-MEL-2	500Pa FN	0.833
SK-MEL-2	500Pa FN	0.953
SK-MEL-2	500Pa FN	0.843
SK-MEL-2	500Pa FN	0.828
SK-MEL-2	500Pa FN	0.849
SK-MEL-2	500Pa FN	0.938
SK-MEL-2	500Pa FN	0.867
SK-MEL-2	500Pa FN	0.865
SK-MEL-2	30kPa Coll	0.535
SK-MEL-2	30kPa Coll	0.457
SK-MEL-2	30kPa Coll	0.322
SK-MEL-2	30kPa Coll	0.778
SK-MEL-2	30kPa Coll	0.706
SK-MEL-2	30kPa Coll	0.773
SK-MEL-2	30kPa Coll	0.524
SK-MEL-2	30kPa Coll	0.759
SK-MEL-2	30kPa Coll	0.511
SK-MEL-2	30kPa Coll	0.807
SK-MEL-2	30kPa Coll	0.578
SK-MEL-2	30kPa Coll	0.61
SK-MEL-2	30kPa Coll	0.324
SK-MEL-2	30kPa Coll	0.682
SK-MEL-2	30kPa Coll	0.537
SK-MEL-2	30kPa Coll	0.876
SK-MEL-2	30kPa Coll	0.745
SK-MEL-2	30kPa Coll	0.513
SK-MEL-2	30kPa Coll	0.362
SK-MEL-2	30kPa Coll	0.413
SK-MEL-2	30kPa Coll	0.546
SK-MEL-2	30kPa Coll	0.448
SK-MEL-2	30kPa Coll	0.499
SK-MEL-2	30kPa Coll	0.769
SK-MEL-2	30kPa Coll	0.543
SK-MEL-2	30kPa Coll	0.439
SK-MEL-2	30kPa Coll	0.892
SK-MEL-2	30kPa Coll	0.835
SK-MEL-2	30kPa Coll	0.824
SK-MEL-2	30kPa Coll	0.728
SK-MEL-2	30kPa Coll	0.836
SK-MEL-2	30kPa Coll	0.591
SK-MEL-2	30kPa Coll	0.609
SK-MEL-2	30kPa Coll	0.28
SK-MEL-2	30kPa Coll	0.586
SK-MEL-2	30kPa Coll	0.576
SK-MEL-2	30kPa Coll	0.506
SK-MEL-2	30kPa Coll	0.689
SK-MEL-2	30kPa Coll	0.485
SK-MEL-2	30kPa Coll	0.279
SK-MEL-2	30kPa Coll	0.565
SK-MEL-2	30kPa Coll	0.742
SK-MEL-2	30kPa Coll	0.366
SK-MEL-2	30kPa Coll	0.78
SK-MEL-2	30kPa Coll	0.5
SK-MEL-2	30kPa Coll	0.405
SK-MEL-2	30kPa Coll	0.502
SK-MEL-2	30kPa Coll	0.437
SK-MEL-2	30kPa Coll	0.699
SK-MEL-2	30kPa Coll	0.812
SK-MEL-2	30kPa Coll	0.66
SK-MEL-2	30kPa Coll	0.894
SK-MEL-2	30kPa Coll	0.841
SK-MEL-2	30kPa Coll	0.87
SK-MEL-2	30kPa Coll	0.784
SK-MEL-2	30kPa Coll	0.831
SK-MEL-2	30kPa Coll	0.78
SK-MEL-2	30kPa Coll	0.492
SK-MEL-2	30kPa Coll	0.813
SK-MEL-2	30kPa Coll	0.836
SK-MEL-2	30kPa Coll	0.821
SK-MEL-2	30kPa Coll	0.487
SK-MEL-2	30kPa Coll	0.643
SK-MEL-2	30kPa Coll	0.84
SK-MEL-2	30kPa Coll	0.911
SK-MEL-2	30kPa Coll	0.56
SK-MEL-2	30kPa Coll	0.936
SK-MEL-2	30kPa Coll	0.314
SK-MEL-2	30kPa Coll	0.48
SK-MEL-2	30kPa Coll	0.858
SK-MEL-2	30kPa Coll	0.769
SK-MEL-2	30kPa Coll	0.835
SK-MEL-2	30kPa Coll	0.69
SK-MEL-2	30kPa Coll	0.828
SK-MEL-2	30kPa Coll	0.606
SK-MEL-2	30kPa Coll	0.424
SK-MEL-2	30kPa Coll	0.372
SK-MEL-2	30kPa Coll	0.653
SK-MEL-2	30kPa Coll	0.615
SK-MEL-2	30kPa Coll	0.498
SK-MEL-2	30kPa Coll	0.555
SK-MEL-2	30kPa Coll	0.782
SK-MEL-2	30kPa Coll	0.582
SK-MEL-2	30kPa Coll	0.687
SK-MEL-2	30kPa Coll	0.506
SK-MEL-2	30kPa Coll	0.613
SK-MEL-2	30kPa Coll	0.507
SK-MEL-2	30kPa Coll	0.876
SK-MEL-2	30kPa Coll	0.807
SK-MEL-2	30kPa Coll	0.734
SK-MEL-2	30kPa Coll	0.544
SK-MEL-2	30kPa Coll	0.668
SK-MEL-2	30kPa Coll	0.686
SK-MEL-2	30kPa Coll	0.448
SK-MEL-2	30kPa Coll	0.865
SK-MEL-2	30kPa Coll	0.795
SK-MEL-2	30kPa Coll	0.433
SK-MEL-2	30kPa Coll	0.69
SK-MEL-2	30kPa Coll	0.842
SK-MEL-2	30kPa Coll	0.68
SK-MEL-2	30kPa FN	0.273
SK-MEL-2	30kPa FN	0.246
SK-MEL-2	30kPa FN	0.242
SK-MEL-2	30kPa FN	0.581
SK-MEL-2	30kPa FN	0.383
SK-MEL-2	30kPa FN	0.304
SK-MEL-2	30kPa FN	0.214
SK-MEL-2	30kPa FN	0.683
SK-MEL-2	30kPa FN	0.5
SK-MEL-2	30kPa FN	0.526
SK-MEL-2	30kPa FN	0.331
SK-MEL-2	30kPa FN	0.404
SK-MEL-2	30kPa FN	0.145
SK-MEL-2	30kPa FN	0.463
SK-MEL-2	30kPa FN	0.508
SK-MEL-2	30kPa FN	0.553
SK-MEL-2	30kPa FN	0.604
SK-MEL-2	30kPa FN	0.753
SK-MEL-2	30kPa FN	0.488
SK-MEL-2	30kPa FN	0.538
SK-MEL-2	30kPa FN	0.403
SK-MEL-2	30kPa FN	0.543
SK-MEL-2	30kPa FN	0.501
SK-MEL-2	30kPa FN	0.554
SK-MEL-2	30kPa FN	0.47
SK-MEL-2	30kPa FN	0.569
SK-MEL-2	30kPa FN	0.584
SK-MEL-2	30kPa FN	0.448
SK-MEL-2	30kPa FN	0.741
SK-MEL-2	30kPa FN	0.527
SK-MEL-2	30kPa FN	0.581
SK-MEL-2	30kPa FN	0.186
SK-MEL-2	30kPa FN	0.281
SK-MEL-2	30kPa FN	0.552
SK-MEL-2	30kPa FN	0.27
SK-MEL-2	30kPa FN	0.422
SK-MEL-2	30kPa FN	0.483
SK-MEL-2	30kPa FN	0.368
SK-MEL-2	30kPa FN	0.468
SK-MEL-2	30kPa FN	0.595
SK-MEL-2	30kPa FN	0.459
SK-MEL-2	30kPa FN	0.485
SK-MEL-2	30kPa FN	0.605
SK-MEL-2	30kPa FN	0.403
SK-MEL-2	30kPa FN	0.393
SK-MEL-2	30kPa FN	0.405
SK-MEL-2	30kPa FN	0.363
SK-MEL-2	30kPa FN	0.267
SK-MEL-2	30kPa FN	0.409
SK-MEL-2	30kPa FN	0.366
SK-MEL-2	30kPa FN	0.941
SK-MEL-2	30kPa FN	0.757
SK-MEL-2	30kPa FN	0.851
SK-MEL-2	30kPa FN	0.904
SK-MEL-2	30kPa FN	0.796
SK-MEL-2	30kPa FN	0.839
SK-MEL-2	30kPa FN	0.896
SK-MEL-2	30kPa FN	0.595
SK-MEL-2	30kPa FN	0.911
SK-MEL-2	30kPa FN	0.887
SK-MEL-2	30kPa FN	0.829
SK-MEL-2	30kPa FN	0.912
SK-MEL-2	30kPa FN	0.926
SK-MEL-2	30kPa FN	0.943
SK-MEL-2	30kPa FN	0.911
SK-MEL-2	30kPa FN	0.847
SK-MEL-2	30kPa FN	0.931
SK-MEL-2	30kPa FN	0.893
SK-MEL-2	30kPa FN	0.903
SK-MEL-2	30kPa FN	0.889
SK-MEL-2	30kPa FN	0.908
SK-MEL-2	30kPa FN	0.937
SK-MEL-2	30kPa FN	0.889
SK-MEL-2	30kPa FN	0.931
SK-MEL-2	30kPa FN	0.946
SK-MEL-2	30kPa FN	0.942
SK-MEL-2	30kPa FN	0.845
SK-MEL-2	30kPa FN	0.928
SK-MEL-2	30kPa FN	0.941
SK-MEL-2	30kPa FN	0.955
SK-MEL-2	30kPa FN	0.937
SK-MEL-2	30kPa FN	0.96
SK-MEL-2	30kPa FN	0.925
SK-MEL-2	30kPa FN	0.782
SK-MEL-2	30kPa FN	0.944
SK-MEL-2	30kPa FN	0.914
SK-MEL-2	30kPa FN	0.944
SK-MEL-2	30kPa FN	0.7
SK-MEL-2	30kPa FN	0.935
SK-MEL-2	30kPa FN	0.84
SK-MEL-2	30kPa FN	0.947
SK-MEL-2	30kPa FN	0.901
SK-MEL-2	30kPa FN	0.891
SK-MEL-2	30kPa FN	0.683
SK-MEL-2	30kPa FN	0.708
SK-MEL-2	30kPa FN	0.813
SK-MEL-2	30kPa FN	0.657
SK-MEL-2	30kPa FN	0.911
SK-MEL-2	30kPa FN	0.786
SK-MEL-2	30kPa FN	0.484
SK-MEL-2	HA Coll	0.273
SK-MEL-2	HA Coll	0.327
SK-MEL-2	HA Coll	0.339
SK-MEL-2	HA Coll	0.469
SK-MEL-2	HA Coll	0.695
SK-MEL-2	HA Coll	0.695
SK-MEL-2	HA Coll	0.307
SK-MEL-2	HA Coll	0.355
SK-MEL-2	HA Coll	0.516
SK-MEL-2	HA Coll	0.268
SK-MEL-2	HA Coll	0.275
SK-MEL-2	HA Coll	0.462
SK-MEL-2	HA Coll	0.26
SK-MEL-2	HA Coll	0.943
SK-MEL-2	HA Coll	0.846
SK-MEL-2	HA Coll	0.896
SK-MEL-2	HA Coll	0.848
SK-MEL-2	HA Coll	0.9
SK-MEL-2	HA Coll	0.596
SK-MEL-2	HA Coll	0.848
SK-MEL-2	HA Coll	0.417
SK-MEL-2	HA Coll	0.551
SK-MEL-2	HA Coll	0.478
SK-MEL-2	HA Coll	0.727
SK-MEL-2	HA Coll	0.388
SK-MEL-2	HA Coll	0.549
SK-MEL-2	HA Coll	0.763
SK-MEL-2	HA Coll	0.715
SK-MEL-2	HA Coll	0.954
SK-MEL-2	HA Coll	0.815
SK-MEL-2	HA Coll	0.342
SK-MEL-2	HA Coll	0.627
SK-MEL-2	HA Coll	0.814
SK-MEL-2	HA Coll	0.752
SK-MEL-2	HA Coll	0.419
SK-MEL-2	HA Coll	0.831
SK-MEL-2	HA Coll	0.818
SK-MEL-2	HA Coll	0.924
SK-MEL-2	HA Coll	0.896
SK-MEL-2	HA Coll	0.944
SK-MEL-2	HA Coll	0.772
SK-MEL-2	HA Coll	0.515
SK-MEL-2	HA Coll	0.538
SK-MEL-2	HA Coll	0.503
SK-MEL-2	HA Coll	0.876
SK-MEL-2	HA Coll	0.921
SK-MEL-2	HA Coll	0.889
SK-MEL-2	HA Coll	0.928
SK-MEL-2	HA Coll	0.916
SK-MEL-2	HA Coll	0.933
SK-MEL-2	HA Coll	0.26
SK-MEL-2	HA Coll	0.256
SK-MEL-2	HA Coll	0.647
SK-MEL-2	HA Coll	0.328
SK-MEL-2	HA Coll	0.455
SK-MEL-2	HA Coll	0.825
SK-MEL-2	HA Coll	0.825
SK-MEL-2	HA Coll	0.543
SK-MEL-2	HA Coll	0.875
SK-MEL-2	HA Coll	0.936
SK-MEL-2	HA Coll	0.946
SK-MEL-2	HA Coll	0.901
SK-MEL-2	HA Coll	0.741
SK-MEL-2	HA Coll	0.924
SK-MEL-2	HA Coll	0.881
SK-MEL-2	HA Coll	0.815
SK-MEL-2	HA Coll	0.825
SK-MEL-2	HA Coll	0.904
SK-MEL-2	HA Coll	0.851
SK-MEL-2	HA Coll	0.85
SK-MEL-2	HA Coll	0.674
SK-MEL-2	HA Coll	0.526
SK-MEL-2	HA Coll	0.934
SK-MEL-2	HA Coll	0.68
SK-MEL-2	HA Coll	0.913
SK-MEL-2	HA Coll	0.947
SK-MEL-2	HA Coll	0.896
SK-MEL-2	HA Coll	0.938
SK-MEL-2	HA Coll	0.903
SK-MEL-2	HA Coll	0.851
SK-MEL-2	HA Coll	0.689
SK-MEL-2	HA Coll	0.736
SK-MEL-2	HA Coll	0.894
SK-MEL-2	HA Coll	0.889
SK-MEL-2	HA Coll	0.76
SK-MEL-2	HA Coll	0.882
SK-MEL-2	HA Coll	0.822
SK-MEL-2	HA Coll	0.831
SK-MEL-2	HA Coll	0.943
SK-MEL-2	HA Coll	0.917
SK-MEL-2	HA Coll	0.489
SK-MEL-2	HA Coll	0.923
SK-MEL-2	HA Coll	0.703
SK-MEL-2	HA Coll	0.643
SK-MEL-2	HA Coll	0.826
SK-MEL-2	HA Coll	0.791
SK-MEL-2	HA Coll	0.595
SK-MEL-2	HA Coll	0.573
SK-MEL-2	HA Coll	0.944
SK-MEL-2	HA Coll	0.927
SK-MEL-2	HA Coll	0.717
SK-MEL-2	HA FN	0.588
SK-MEL-2	HA FN	0.898
SK-MEL-2	HA FN	0.659
SK-MEL-2	HA FN	0.804
SK-MEL-2	HA FN	0.953
SK-MEL-2	HA FN	0.714
SK-MEL-2	HA FN	0.567
SK-MEL-2	HA FN	0.927
SK-MEL-2	HA FN	0.712
SK-MEL-2	HA FN	0.679
SK-MEL-2	HA FN	0.888
SK-MEL-2	HA FN	0.587
SK-MEL-2	HA FN	0.904
SK-MEL-2	HA FN	0.834
SK-MEL-2	HA FN	0.725
SK-MEL-2	HA FN	0.65
SK-MEL-2	HA FN	0.843
SK-MEL-2	HA FN	0.415
SK-MEL-2	HA FN	0.633
SK-MEL-2	HA FN	0.312
SK-MEL-2	HA FN	0.377
SK-MEL-2	HA FN	0.2
SK-MEL-2	HA FN	0.235
SK-MEL-2	HA FN	0.592
SK-MEL-2	HA FN	0.312
SK-MEL-2	HA FN	0.232
SK-MEL-2	HA FN	0.215
SK-MEL-2	HA FN	0.485
SK-MEL-2	HA FN	0.403
SK-MEL-2	HA FN	0.509
SK-MEL-2	HA FN	0.419
SK-MEL-2	HA FN	0.391
SK-MEL-2	HA FN	0.329
SK-MEL-2	HA FN	0.404
SK-MEL-2	HA FN	0.702
SK-MEL-2	HA FN	0.468
SK-MEL-2	HA FN	0.612
SK-MEL-2	HA FN	0.331
SK-MEL-2	HA FN	0.803
SK-MEL-2	HA FN	0.729
SK-MEL-2	HA FN	0.34
SK-MEL-2	HA FN	0.442
SK-MEL-2	HA FN	0.628
SK-MEL-2	HA FN	0.504
SK-MEL-2	HA FN	0.382
SK-MEL-2	HA FN	0.396
SK-MEL-2	HA FN	0.243
SK-MEL-2	HA FN	0.464
SK-MEL-2	HA FN	0.402
SK-MEL-2	HA FN	0.323
SK-MEL-2	HA FN	0.448
SK-MEL-2	HA FN	0.413
SK-MEL-2	HA FN	0.447
SK-MEL-2	HA FN	0.63
SK-MEL-2	HA FN	0.734
SK-MEL-2	HA FN	0.513
SK-MEL-2	HA FN	0.682
SK-MEL-2	HA FN	0.815
SK-MEL-2	HA FN	0.784
SK-MEL-2	HA FN	0.437
SK-MEL-2	HA FN	0.532
SK-MEL-2	HA FN	0.334
SK-MEL-2	HA FN	0.791
SK-MEL-2	HA FN	0.578
SK-MEL-2	HA FN	0.691
SK-MEL-2	HA FN	0.593
SK-MEL-2	HA FN	0.426
SK-MEL-2	HA FN	0.778
SK-MEL-2	HA FN	0.345
SK-MEL-2	HA FN	0.478
SK-MEL-2	HA FN	0.939
SK-MEL-2	HA FN	0.728
SK-MEL-2	HA FN	0.325
SK-MEL-2	HA FN	0.337
SK-MEL-2	HA FN	0.932
SK-MEL-2	HA FN	0.722
SK-MEL-2	HA FN	0.425
SK-MEL-2	HA FN	0.402
SK-MEL-2	HA FN	0.273
SK-MEL-2	HA FN	0.416
SK-MEL-2	HA FN	0.414
SK-MEL-2	HA FN	0.514
SK-MEL-2	HA FN	0.772
SK-MEL-2	HA FN	0.574
SK-MEL-2	HA FN	0.701
SK-MEL-2	HA FN	0.776
SK-MEL-2	HA FN	0.494
SK-MEL-2	HA FN	0.686
SK-MEL-2	HA FN	0.662
SK-MEL-2	HA FN	0.313
SK-MEL-2	HA FN	0.93
SK-MEL-2	HA FN	0.565
SK-MEL-2	HA FN	0.639
SK-MEL-2	HA FN	0.603
SK-MEL-2	HA FN	0.219
SK-MEL-2	HA FN	0.618
SK-MEL-2	HA FN	0.44
SK-MEL-2	HA FN	0.456
SK-MEL-2	HA FN	0.605
SK-MEL-2	HA FN	0.697
SK-MEL-2	Glass	0.677
SK-MEL-2	Glass	0.817
SK-MEL-2	Glass	0.502
SK-MEL-2	Glass	0.59
SK-MEL-2	Glass	0.419
SK-MEL-2	Glass	0.809
SK-MEL-2	Glass	0.659
SK-MEL-2	Glass	0.407
SK-MEL-2	Glass	0.741
SK-MEL-2	Glass	0.759
SK-MEL-2	Glass	0.275
SK-MEL-2	Glass	0.237
SK-MEL-2	Glass	0.818
SK-MEL-2	Glass	0.534
SK-MEL-2	Glass	0.185
SK-MEL-2	Glass	0.408
SK-MEL-2	Glass	0.709
SK-MEL-2	Glass	0.513
SK-MEL-2	Glass	0.653
SK-MEL-2	Glass	0.367
SK-MEL-2	Glass	0.643
SK-MEL-2	Glass	0.767
SK-MEL-2	Glass	0.536
SK-MEL-2	Glass	0.519
SK-MEL-2	Glass	0.357
SK-MEL-2	Glass	0.306
SK-MEL-2	Glass	0.299
SK-MEL-2	Glass	0.305
SK-MEL-2	Glass	0.288
SK-MEL-2	Glass	0.619
SK-MEL-2	Glass	0.539
SK-MEL-2	Glass	0.827
SK-MEL-2	Glass	0.741
SK-MEL-2	Glass	0.736
SK-MEL-2	Glass	0.751
SK-MEL-2	Glass	0.594
SK-MEL-2	Glass	0.335
SK-MEL-2	Glass	0.725
SK-MEL-2	Glass	0.161
SK-MEL-2	Glass	0.282
SK-MEL-2	Glass	0.254
SK-MEL-2	Glass	0.197
SK-MEL-2	Glass	0.199
SK-MEL-2	Glass	0.425
SK-MEL-2	Glass	0.351
SK-MEL-2	Glass	0.696
SK-MEL-2	Glass	0.154
SK-MEL-2	Glass	0.277
SK-MEL-2	Glass	0.213
SK-MEL-2	Glass	0.398
SK-MEL-2	Glass	0.829
SK-MEL-2	Glass	0.787
SK-MEL-2	Glass	0.794
SK-MEL-2	Glass	0.855
SK-MEL-2	Glass	0.728
SK-MEL-2	Glass	0.909
SK-MEL-2	Glass	0.948
SK-MEL-2	Glass	0.788
SK-MEL-2	Glass	0.94
SK-MEL-2	Glass	0.942
SK-MEL-2	Glass	0.86
SK-MEL-2	Glass	0.823
SK-MEL-2	Glass	0.792
SK-MEL-2	Glass	0.948
SK-MEL-2	Glass	0.726
SK-MEL-2	Glass	0.726
SK-MEL-2	Glass	0.603
SK-MEL-2	Glass	0.912
SK-MEL-2	Glass	0.773
SK-MEL-2	Glass	0.824
SK-MEL-2	Glass	0.867
SK-MEL-2	Glass	0.434
SK-MEL-2	Glass	0.805
SK-MEL-2	Glass	0.928
SK-MEL-2	Glass	0.73
SK-MEL-2	Glass	0.901
SK-MEL-2	Glass	0.725
SK-MEL-2	Glass	0.915
SK-MEL-2	Glass	0.749
SK-MEL-2	Glass	0.574
SK-MEL-2	Glass	0.6
SK-MEL-2	Glass	0.683
SK-MEL-2	Glass	0.588
SK-MEL-2	Glass	0.744
SK-MEL-2	Glass	0.677
SK-MEL-2	Glass	0.619
SK-MEL-2	Glass	0.864
SK-MEL-2	Glass	0.855
SK-MEL-2	Glass	0.931
SK-MEL-2	Glass	0.885
SK-MEL-2	Glass	0.531
SK-MEL-2	Glass	0.824
SK-MEL-2	Glass	0.609
SK-MEL-2	Glass	0.491
SK-MEL-2	Glass	0.656
SK-MEL-2	Glass	0.65
SK-MEL-2	Glass	0.216
SK-MEL-2	Glass	0.614
SK-MEL-2	Glass	0.916
SK-MEL-2	Glass	0.187
A375	500Pa Coll	0.568
A375	500Pa Coll	0.887
A375	500Pa Coll	0.759
A375	500Pa Coll	0.533
A375	500Pa Coll	0.669
A375	500Pa Coll	1.0
A375	500Pa Coll	0.725
A375	500Pa Coll	0.968
A375	500Pa Coll	0.946
A375	500Pa Coll	0.506
A375	500Pa Coll	0.872
A375	500Pa Coll	0.673
A375	500Pa Coll	0.636
A375	500Pa Coll	0.576
A375	500Pa Coll	0.962
A375	500Pa Coll	0.676
A375	500Pa Coll	0.972
A375	500Pa Coll	0.966
A375	500Pa Coll	0.778
A375	500Pa Coll	0.969
A375	500Pa Coll	0.605
A375	500Pa Coll	0.684
A375	500Pa Coll	0.631
