cl_id	sub_id	motility
SK-MEL-2	500Pa Coll	16.024365
SK-MEL-2	500Pa Coll	4.580631
SK-MEL-2	500Pa Coll	7.360961
SK-MEL-2	500Pa Coll	10.391306
SK-MEL-2	500Pa Coll	10.253452
SK-MEL-2	500Pa Coll	5.445226
SK-MEL-2	500Pa Coll	21.818399
SK-MEL-2	500Pa Coll	6.894891
SK-MEL-2	500Pa Coll	7.33687
SK-MEL-2	500Pa Coll	6.913361
SK-MEL-2	500Pa Coll	6.416919
SK-MEL-2	500Pa Coll	3.830273
SK-MEL-2	500Pa Coll	11.327113
SK-MEL-2	500Pa Coll	3.675011
SK-MEL-2	500Pa Coll	7.813436
SK-MEL-2	500Pa Coll	22.657129
SK-MEL-2	500Pa Coll	1.677852
SK-MEL-2	500Pa Coll	2.013423
SK-MEL-2	500Pa Coll	24.867354
SK-MEL-2	500Pa Coll	27.183549
SK-MEL-2	500Pa Coll	22.066868
SK-MEL-2	500Pa Coll	5.60678
SK-MEL-2	500Pa Coll	14.377407
SK-MEL-2	500Pa Coll	19.270601
SK-MEL-2	500Pa Coll	11.729758
SK-MEL-2	500Pa Coll	12.672154
SK-MEL-2	500Pa Coll	10.917913
SK-MEL-2	500Pa Coll	7.665924
SK-MEL-2	500Pa Coll	6.733052
SK-MEL-2	500Pa Coll	4.165843
SK-MEL-2	500Pa Coll	2.291418
SK-MEL-2	500Pa Coll	3.159132
SK-MEL-2	500Pa Coll	25.818942
SK-MEL-2	500Pa Coll	19.191612
SK-MEL-2	500Pa Coll	15.88001
SK-MEL-2	500Pa Coll	11.938231
SK-MEL-2	500Pa Coll	13.133445
SK-MEL-2	500Pa Coll	3.355705
SK-MEL-2	500Pa Coll	33.214207
SK-MEL-2	500Pa Coll	25.7534
SK-MEL-2	500Pa Coll	18.540384
SK-MEL-2	500Pa Coll	7.11436
SK-MEL-2	500Pa Coll	14.722946
SK-MEL-2	500Pa Coll	6.141129
SK-MEL-2	500Pa Coll	3.712918
SK-MEL-2	500Pa Coll	22.216385
SK-MEL-2	500Pa Coll	2.904985
SK-MEL-2	500Pa Coll	2.291418
SK-MEL-2	500Pa Coll	5.977369
SK-MEL-2	500Pa Coll	13.649295
SK-MEL-2	500Pa Coll	24.978875
SK-MEL-2	500Pa Coll	7.576004
SK-MEL-2	500Pa Coll	16.210502
SK-MEL-2	500Pa Coll	9.443509
SK-MEL-2	500Pa Coll	3.213588
SK-MEL-2	500Pa Coll	4.640412
SK-MEL-2	500Pa Coll	7.169714
SK-MEL-2	500Pa Coll	30.847132
SK-MEL-2	500Pa Coll	2.013423
SK-MEL-2	500Pa Coll	5.191992
SK-MEL-2	500Pa Coll	3.437128
SK-MEL-2	500Pa FN	20.108272
SK-MEL-2	500Pa FN	6.978755
SK-MEL-2	500Pa FN	3.240555
SK-MEL-2	500Pa FN	10.551241
SK-MEL-2	500Pa FN	7.977416
SK-MEL-2	500Pa FN	8.374972
SK-MEL-2	500Pa FN	7.818981
SK-MEL-2	500Pa FN	9.717254
SK-MEL-2	500Pa FN	12.123822
SK-MEL-2	500Pa FN	16.957031
SK-MEL-2	500Pa FN	15.412105
SK-MEL-2	500Pa FN	8.490122
SK-MEL-2	500Pa FN	3.95057
SK-MEL-2	500Pa FN	4.463276
SK-MEL-2	500Pa FN	20.482368
SK-MEL-2	500Pa FN	6.754695
SK-MEL-2	500Pa FN	4.806898
SK-MEL-2	500Pa FN	3.51414
SK-MEL-2	500Pa FN	12.369365
SK-MEL-2	500Pa FN	5.084893
SK-MEL-2	500Pa FN	7.545396
SK-MEL-2	500Pa FN	18.673083
SK-MEL-2	500Pa FN	6.874255
SK-MEL-2	500Pa FN	7.425836
SK-MEL-2	500Pa FN	11.102821
SK-MEL-2	500Pa FN	50.18006
SK-MEL-2	500Pa FN	14.333189
SK-MEL-2	500Pa FN	9.204548
SK-MEL-2	500Pa FN	16.864308
SK-MEL-2	500Pa FN	4.582837
SK-MEL-2	500Pa FN	12.953398
SK-MEL-2	500Pa FN	4.582837
SK-MEL-2	500Pa FN	12.479566
SK-MEL-2	500Pa FN	5.531974
SK-MEL-2	500Pa FN	10.901101
SK-MEL-2	500Pa FN	11.115081
SK-MEL-2	500Pa FN	3.911696
SK-MEL-2	500Pa FN	21.530101
SK-MEL-2	500Pa FN	6.869844
SK-MEL-2	500Pa FN	7.938542
SK-MEL-2	500Pa FN	2.962559
SK-MEL-2	500Pa FN	1.500717
SK-MEL-2	500Pa FN	5.412413
SK-MEL-2	500Pa FN	5.805558
SK-MEL-2	500Pa FN	2.013423
SK-MEL-2	500Pa FN	5.647123
SK-MEL-2	500Pa FN	7.818981
SK-MEL-2	500Pa FN	13.210094
SK-MEL-2	500Pa FN	11.963151
SK-MEL-2	500Pa FN	8.528996
SK-MEL-2	500Pa FN	7.769457
SK-MEL-2	500Pa FN	1.620278
SK-MEL-2	500Pa FN	2.84741
SK-MEL-2	500Pa FN	3.355705
SK-MEL-2	500Pa FN	8.10583
SK-MEL-2	500Pa FN	2.171858
SK-MEL-2	500Pa FN	5.253978
SK-MEL-2	500Pa FN	10.545328
SK-MEL-2	500Pa FN	7.782722
SK-MEL-2	500Pa FN	6.265159
SK-MEL-2	500Pa FN	10.417081
SK-MEL-2	500Pa FN	11.241142
SK-MEL-2	500Pa FN	19.512795
SK-MEL-2	500Pa FN	38.632094
SK-MEL-2	500Pa FN	8.331687
SK-MEL-2	500Pa FN	14.474628
SK-MEL-2	500Pa FN	5.527562
SK-MEL-2	500Pa FN	9.270174
SK-MEL-2	500Pa FN	27.951795
SK-MEL-2	500Pa FN	9.557023
SK-MEL-2	500Pa FN	23.718633
SK-MEL-2	500Pa FN	6.794031
SK-MEL-2	500Pa FN	8.718594
SK-MEL-2	500Pa FN	18.986201
SK-MEL-2	500Pa FN	22.799636
SK-MEL-2	500Pa FN	6.48111
SK-MEL-2	500Pa FN	13.985837
SK-MEL-2	500Pa FN	9.161263
SK-MEL-2	500Pa FN	15.574951
SK-MEL-2	500Pa FN	7.14784
SK-MEL-2	500Pa FN	5.292852
SK-MEL-2	500Pa FN	5.925119
SK-MEL-2	500Pa FN	10.551241
SK-MEL-2	500Pa FN	9.395973
SK-MEL-2	500Pa FN	14.999433
SK-MEL-2	500Pa FN	4.463276
SK-MEL-2	500Pa FN	6.91313
SK-MEL-2	500Pa FN	42.116216
SK-MEL-2	500Pa FN	12.008673
SK-MEL-2	500Pa FN	4.304841
SK-MEL-2	500Pa FN	4.975982
SK-MEL-2	500Pa FN	16.817505
SK-MEL-2	500Pa FN	7.03269
SK-MEL-2	500Pa FN	9.478133
SK-MEL-2	500Pa FN	7.89955
SK-MEL-2	500Pa FN	6.040268
SK-MEL-2	500Pa FN	8.053691
SK-MEL-2	500Pa FN	7.788961
SK-MEL-2	500Pa FN	7.769457
SK-MEL-2	500Pa FN	7.055861
SK-MEL-2	500Pa FN	3.438326
SK-MEL-2	500Pa FN	2.291418
SK-MEL-2	500Pa FN	3.792135
SK-MEL-2	500Pa FN	5.685997
SK-MEL-2	500Pa FN	4.304841
SK-MEL-2	500Pa FN	17.876276
SK-MEL-2	500Pa FN	4.856421
SK-MEL-2	500Pa FN	12.298359
SK-MEL-2	500Pa FN	7.098316
SK-MEL-2	500Pa FN	5.253978
SK-MEL-2	500Pa FN	6.91313
SK-MEL-2	500Pa FN	42.338498
SK-MEL-2	500Pa FN	24.532346
SK-MEL-2	500Pa FN	8.398143
SK-MEL-2	500Pa FN	13.833727
SK-MEL-2	500Pa FN	11.102821
SK-MEL-2	500Pa FN	11.341207
SK-MEL-2	500Pa FN	12.347883
SK-MEL-2	500Pa FN	27.273721
SK-MEL-2	500Pa FN	11.360702
SK-MEL-2	500Pa FN	7.165516
SK-MEL-2	500Pa FN	12.739201
SK-MEL-2	500Pa FN	8.687431
SK-MEL-2	500Pa FN	10.271744
SK-MEL-2	500Pa FN	14.660246
SK-MEL-2	500Pa FN	10.78154
SK-MEL-2	500Pa FN	19.96234
SK-MEL-2	500Pa FN	13.255645
SK-MEL-2	500Pa FN	13.587138
SK-MEL-2	500Pa FN	11.442032
SK-MEL-2	500Pa FN	11.926484
SK-MEL-2	500Pa FN	2.962559
SK-MEL-2	500Pa FN	5.253978
SK-MEL-2	500Pa FN	6.198703
SK-MEL-2	500Pa FN	3.51414
SK-MEL-2	500Pa FN	3.355705
SK-MEL-2	500Pa FN	7.545396
SK-MEL-2	500Pa FN	9.795002
SK-MEL-2	500Pa FN	6.198703
SK-MEL-2	500Pa FN	8.811403
SK-MEL-2	500Pa FN	25.739582
SK-MEL-2	30kPa Coll	5.972946
SK-MEL-2	30kPa Coll	7.365824
SK-MEL-2	30kPa Coll	14.920814
SK-MEL-2	30kPa Coll	7.796425
SK-MEL-2	30kPa Coll	10.044381
SK-MEL-2	30kPa Coll	5.786121
SK-MEL-2	30kPa Coll	5.178105
SK-MEL-2	30kPa Coll	7.136234
SK-MEL-2	30kPa Coll	11.647048
SK-MEL-2	30kPa Coll	7.930098
SK-MEL-2	30kPa Coll	4.247267
SK-MEL-2	30kPa Coll	6.800432
SK-MEL-2	30kPa Coll	6.064117
SK-MEL-2	30kPa Coll	7.568758
SK-MEL-2	30kPa Coll	7.954193
SK-MEL-2	30kPa Coll	6.220346
SK-MEL-2	30kPa Coll	6.929625
SK-MEL-2	30kPa Coll	5.387651
SK-MEL-2	30kPa Coll	8.872606
SK-MEL-2	30kPa Coll	4.833865
SK-MEL-2	30kPa Coll	6.200909
SK-MEL-2	30kPa Coll	10.979926
SK-MEL-2	30kPa Coll	9.377962
SK-MEL-2	30kPa Coll	14.20242
SK-MEL-2	30kPa Coll	4.491666
SK-MEL-2	30kPa Coll	5.531974
SK-MEL-2	30kPa Coll	6.653835
SK-MEL-2	30kPa Coll	8.037196
SK-MEL-2	30kPa Coll	6.061911
SK-MEL-2	30kPa Coll	7.682189
SK-MEL-2	30kPa Coll	10.997014
SK-MEL-2	30kPa Coll	13.709382
SK-MEL-2	30kPa Coll	5.608985
SK-MEL-2	30kPa Coll	20.101757
SK-MEL-2	30kPa Coll	6.63734
SK-MEL-2	30kPa Coll	6.42133
SK-MEL-2	30kPa Coll	7.49819
SK-MEL-2	30kPa Coll	4.970657
SK-MEL-2	30kPa Coll	5.536401
SK-MEL-2	30kPa Coll	6.789713
SK-MEL-2	30kPa Coll	10.122086
SK-MEL-2	30kPa Coll	7.540985
SK-MEL-2	30kPa Coll	14.491799
SK-MEL-2	30kPa Coll	8.263463
SK-MEL-2	30kPa Coll	9.214943
SK-MEL-2	30kPa Coll	8.226227
SK-MEL-2	30kPa Coll	5.529768
SK-MEL-2	30kPa Coll	5.840577
SK-MEL-2	30kPa Coll	5.641798
SK-MEL-2	30kPa Coll	6.392157
SK-MEL-2	30kPa Coll	7.600766
SK-MEL-2	30kPa Coll	4.023726
SK-MEL-2	30kPa Coll	8.303004
SK-MEL-2	30kPa Coll	13.401418
SK-MEL-2	30kPa Coll	5.251772
SK-MEL-2	30kPa Coll	1.677852
SK-MEL-2	30kPa Coll	1.955848
SK-MEL-2	30kPa Coll	3.969271
SK-MEL-2	30kPa Coll	11.076089
SK-MEL-2	30kPa Coll	7.90261
SK-MEL-2	30kPa Coll	6.083554
SK-MEL-2	30kPa Coll	3.57392
SK-MEL-2	30kPa Coll	4.501414
SK-MEL-2	30kPa Coll	6.787508
SK-MEL-2	30kPa Coll	8.751622
SK-MEL-2	30kPa Coll	14.728816
SK-MEL-2	30kPa Coll	5.925119
SK-MEL-2	30kPa Coll	6.656976
SK-MEL-2	30kPa Coll	9.312529
SK-MEL-2	30kPa Coll	14.874799
SK-MEL-2	30kPa Coll	18.223091
SK-MEL-2	30kPa FN	6.040268
SK-MEL-2	30kPa FN	13.590509
SK-MEL-2	30kPa FN	8.460102
SK-MEL-2	30kPa FN	1.342282
SK-MEL-2	30kPa FN	4.135757
SK-MEL-2	30kPa FN	5.134417
SK-MEL-2	30kPa FN	6.040268
SK-MEL-2	30kPa FN	29.019756
SK-MEL-2	30kPa FN	3.355705
SK-MEL-2	30kPa FN	1.342282
SK-MEL-2	30kPa FN	11.078914
SK-MEL-2	30kPa FN	13.941409
SK-MEL-2	30kPa FN	4.975982
SK-MEL-2	30kPa FN	11.600467
SK-MEL-2	30kPa FN	4.026846
SK-MEL-2	30kPa FN	17.97467
SK-MEL-2	30kPa FN	11.376868
SK-MEL-2	30kPa FN	15.343078
SK-MEL-2	30kPa FN	4.463276
SK-MEL-2	30kPa FN	3.792135
SK-MEL-2	30kPa FN	3.6337
SK-MEL-2	30kPa FN	13.444805
SK-MEL-2	30kPa FN	11.495967
SK-MEL-2	30kPa FN	8.344952
SK-MEL-2	30kPa FN	4.026846
SK-MEL-2	30kPa FN	2.684564
SK-MEL-2	30kPa FN	1.342282
SK-MEL-2	30kPa FN	3.355705
SK-MEL-2	30kPa FN	3.240555
SK-MEL-2	30kPa FN	167.772073
SK-MEL-2	30kPa FN	2.291418
SK-MEL-2	30kPa FN	4.463276
SK-MEL-2	30kPa FN	4.975982
SK-MEL-2	30kPa FN	3.355705
SK-MEL-2	30kPa FN	12.893357
SK-MEL-2	30kPa FN	10.78154
SK-MEL-2	30kPa FN	5.963993
SK-MEL-2	30kPa FN	16.239635
SK-MEL-2	30kPa FN	169.075145
SK-MEL-2	30kPa FN	8.314799
SK-MEL-2	30kPa FN	8.255411
SK-MEL-2	30kPa FN	16.113728
SK-MEL-2	30kPa FN	35.566588
SK-MEL-2	30kPa FN	12.162696
SK-MEL-2	30kPa FN	2.962559
SK-MEL-2	30kPa FN	11.339928
SK-MEL-2	30kPa FN	13.885647
SK-MEL-2	30kPa FN	7.14784
SK-MEL-2	30kPa FN	7.276255
SK-MEL-2	30kPa FN	89.685883
SK-MEL-2	30kPa FN	332.556197
SK-MEL-2	30kPa FN	15.612353
SK-MEL-2	30kPa FN	58.601283
SK-MEL-2	30kPa FN	65.395117
SK-MEL-2	30kPa FN	9.319698
SK-MEL-2	30kPa FN	23.791951
SK-MEL-2	30kPa FN	22.485864
SK-MEL-2	30kPa FN	11.288008
SK-MEL-2	30kPa FN	10.338871
SK-MEL-2	30kPa FN	20.127604
SK-MEL-2	30kPa FN	4.304841
SK-MEL-2	30kPa FN	32.428912
SK-MEL-2	30kPa FN	14.131014
SK-MEL-2	30kPa FN	9.8801
SK-MEL-2	30kPa FN	1.620278
SK-MEL-2	30kPa FN	2.962559
SK-MEL-2	30kPa FN	6.03403
SK-MEL-2	30kPa FN	35.967707
SK-MEL-2	30kPa FN	9.002828
SK-MEL-2	30kPa FN	2.684564
SK-MEL-2	30kPa FN	28.611627
SK-MEL-2	30kPa FN	68.862031
SK-MEL-2	HA Coll	7.410825
SK-MEL-2	HA Coll	4.836984
SK-MEL-2	HA Coll	5.017293
SK-MEL-2	HA Coll	19.845204
SK-MEL-2	HA Coll	6.274802
SK-MEL-2	HA Coll	3.969271
SK-MEL-2	HA Coll	2.684564
SK-MEL-2	HA Coll	5.800464
SK-MEL-2	HA Coll	23.838919
SK-MEL-2	HA Coll	10.287036
SK-MEL-2	HA Coll	3.90949
SK-MEL-2	HA Coll	4.995419
SK-MEL-2	HA Coll	3.020134
SK-MEL-2	HA Coll	22.20758
SK-MEL-2	HA Coll	42.851063
SK-MEL-2	HA Coll	12.31507
SK-MEL-2	HA Coll	11.207321
SK-MEL-2	HA Coll	7.597646
SK-MEL-2	HA Coll	4.026846
SK-MEL-2	HA Coll	2.902779
SK-MEL-2	HA Coll	14.08381
SK-MEL-2	HA Coll	5.330076
SK-MEL-2	HA Coll	18.375774
SK-MEL-2	HA Coll	25.115795
SK-MEL-2	HA Coll	3.41016
SK-MEL-2	HA Coll	11.41705
SK-MEL-2	HA Coll	2.067878
SK-MEL-2	HA Coll	5.647123
SK-MEL-2	HA Coll	4.362416
SK-MEL-2	HA Coll	3.041777
SK-MEL-2	HA Coll	3.23835
SK-MEL-2	HA Coll	3.90949
SK-MEL-2	HA Coll	4.843617
SK-MEL-2	HA Coll	5.596181
SK-MEL-2	HA Coll	4.304841
SK-MEL-2	HA Coll	3.549158
SK-MEL-2	HA Coll	8.323243
SK-MEL-2	HA Coll	2.507428
SK-MEL-2	HA Coll	5.11498
SK-MEL-2	HA Coll	6.274802
SK-MEL-2	HA Coll	4.384059
SK-MEL-2	HA Coll	9.918238
SK-MEL-2	HA Coll	8.705449
SK-MEL-2	HA Coll	10.263509
SK-MEL-2	HA Coll	4.719629
SK-MEL-2	HA Coll	7.48341
SK-MEL-2	HA Coll	8.278539
SK-MEL-2	HA Coll	3.41016
SK-MEL-2	HA Coll	3.84971
SK-MEL-2	HA Coll	2.962559
SK-MEL-2	HA Coll	12.7051
SK-MEL-2	HA Coll	6.339907
SK-MEL-2	HA Coll	6.953473
SK-MEL-2	HA Coll	27.55889
SK-MEL-2	HA Coll	28.501437
SK-MEL-2	HA Coll	11.782534
SK-MEL-2	HA Coll	6.024004
SK-MEL-2	HA Coll	7.155891
SK-MEL-2	HA Coll	7.754543
SK-MEL-2	HA Coll	3.691275
SK-MEL-2	HA Coll	8.616315
SK-MEL-2	HA Coll	3.434922
SK-MEL-2	HA Coll	4.77941
SK-MEL-2	HA Coll	4.026846
SK-MEL-2	HA Coll	3.101557
SK-MEL-2	HA Coll	9.264328
SK-MEL-2	HA Coll	16.603637
SK-MEL-2	HA Coll	2.902779
SK-MEL-2	HA Coll	10.183445
SK-MEL-2	HA Coll	5.121613
SK-MEL-2	HA FN	11.164807
SK-MEL-2	HA FN	14.628161
SK-MEL-2	HA FN	5.308434
SK-MEL-2	HA FN	4.050694
SK-MEL-2	HA FN	11.411486
SK-MEL-2	HA FN	2.231638
SK-MEL-2	HA FN	3.355705
SK-MEL-2	HA FN	4.108269
SK-MEL-2	HA FN	1.006711
SK-MEL-2	HA FN	6.774363
SK-MEL-2	HA FN	9.251524
SK-MEL-2	HA FN	3.84971
SK-MEL-2	HA FN	4.187486
SK-MEL-2	HA FN	20.473052
SK-MEL-2	HA FN	7.624614
SK-MEL-2	HA FN	5.484626
SK-MEL-2	HA FN	7.050153
SK-MEL-2	HA FN	15.38602
SK-MEL-2	HA FN	98.921044
SK-MEL-2	HA FN	22.224181
SK-MEL-2	HA FN	8.154551
SK-MEL-2	HA FN	7.308711
SK-MEL-2	HA FN	2.152421
SK-MEL-2	HA FN	9.078926
SK-MEL-2	HA FN	11.436387
SK-MEL-2	HA FN	5.917588
SK-MEL-2	HA FN	19.412319
SK-MEL-2	HA FN	11.348219
SK-MEL-2	HA FN	12.194662
SK-MEL-2	HA FN	9.992884
SK-MEL-2	HA FN	7.741071
SK-MEL-2	HA FN	6.844974
SK-MEL-2	HA FN	3.824948
SK-MEL-2	HA FN	2.902779
SK-MEL-2	HA FN	6.416919
SK-MEL-2	HA FN	0.949137
SK-MEL-2	HA FN	1.085929
SK-MEL-2	HA FN	9.605744
SK-MEL-2	HA FN	8.887678
SK-MEL-2	HA FN	24.416432
SK-MEL-2	HA FN	6.746944
SK-MEL-2	HA FN	10.909889
SK-MEL-2	HA FN	14.819263
SK-MEL-2	HA FN	17.383103
SK-MEL-2	HA FN	13.838466
SK-MEL-2	HA FN	4.523057
SK-MEL-2	HA FN	10.8637
SK-MEL-2	HA FN	10.922759
SK-MEL-2	HA FN	9.065224
SK-MEL-2	HA FN	4.719629
SK-MEL-2	HA FN	25.35609
SK-MEL-2	HA FN	14.216358
SK-MEL-2	HA FN	8.497979
SK-MEL-2	HA FN	8.609683
SK-MEL-2	HA FN	1.006711
SK-MEL-2	HA FN	6.759627
SK-MEL-2	HA FN	0.0
SK-MEL-2	HA FN	2.370636
SK-MEL-2	HA FN	32.33374
SK-MEL-2	HA FN	3.597768
SK-MEL-2	HA FN	2.013423
SK-MEL-2	HA FN	5.172555
SK-MEL-2	HA FN	13.228628
SK-MEL-2	HA FN	4.441634
SK-MEL-2	HA FN	28.708715
SK-MEL-2	HA FN	16.619733
SK-MEL-2	HA FN	8.096977
SK-MEL-2	HA FN	7.620203
SK-MEL-2	Glass	11.773962
SK-MEL-2	Glass	6.711409
SK-MEL-2	Glass	19.22715
SK-MEL-2	Glass	6.198703
SK-MEL-2	Glass	6.794031
SK-MEL-2	Glass	12.463863
SK-MEL-2	Glass	4.304841
SK-MEL-2	Glass	12.440692
SK-MEL-2	Glass	13.772786
SK-MEL-2	Glass	37.953182
SK-MEL-2	Glass	39.289852
SK-MEL-2	Glass	12.252237
SK-MEL-2	Glass	13.466104
SK-MEL-2	Glass	9.280824
SK-MEL-2	Glass	22.76758
SK-MEL-2	Glass	14.851671
SK-MEL-2	Glass	11.998023
SK-MEL-2	Glass	10.492895
SK-MEL-2	Glass	9.597693
SK-MEL-2	Glass	7.69942
SK-MEL-2	Glass	15.681247
SK-MEL-2	Glass	8.379383
SK-MEL-2	Glass	7.028279
SK-MEL-2	Glass	24.356689
SK-MEL-2	Glass	12.162696
SK-MEL-2	Glass	6.318264
SK-MEL-2	Glass	5.805558
SK-MEL-2	Glass	5.925119
SK-MEL-2	Glass	29.32062
SK-MEL-2	Glass	28.327704
SK-MEL-2	Glass	23.650681
SK-MEL-2	Glass	12.516967
SK-MEL-2	Glass	9.270174
SK-MEL-2	Glass	20.819952
SK-MEL-2	Glass	12.321131
SK-MEL-2	Glass	7.306275
SK-MEL-2	Glass	4.975982
SK-MEL-2	Glass	7.660546
SK-MEL-2	Glass	4.185281
SK-MEL-2	Glass	3.6337
SK-MEL-2	Glass	4.975982
SK-MEL-2	Glass	3.51414
SK-MEL-2	Glass	28.631844
SK-MEL-2	Glass	12.162696
SK-MEL-2	Glass	16.920639
SK-MEL-2	Glass	29.961762
SK-MEL-2	Glass	28.13486
SK-MEL-2	Glass	11.581096
SK-MEL-2	Glass	42.429933
SK-MEL-2	Glass	37.480256
SK-MEL-2	Glass	8.494533
SK-MEL-2	Glass	9.99525
SK-MEL-2	Glass	12.92087
SK-MEL-2	Glass	15.93206
SK-MEL-2	Glass	20.744293
SK-MEL-2	Glass	11.376406
SK-MEL-2	Glass	27.502957
SK-MEL-2	Glass	39.851584
SK-MEL-2	Glass	17.860593
SK-MEL-2	Glass	88.887635
SK-MEL-2	Glass	10.642484
SK-MEL-2	Glass	41.71192
SK-MEL-2	Glass	5.531974
SK-MEL-2	Glass	9.89994
SK-MEL-2	Glass	6.754695
SK-MEL-2	Glass	8.429949
SK-MEL-2	Glass	19.26896
SK-MEL-2	Glass	11.257307
SK-MEL-2	Glass	34.94652
SK-MEL-2	Glass	11.102821
SK-MEL-2	Glass	13.15185
SK-MEL-2	Glass	20.209687
SK-MEL-2	Glass	11.222382
SK-MEL-2	Glass	10.824826
SK-MEL-2	Glass	10.110399
SK-MEL-2	Glass	12.560253
SK-MEL-2	Glass	12.205982
SK-MEL-2	Glass	11.048886
SK-MEL-2	Glass	10.273245
SK-MEL-2	Glass	14.619357
SK-MEL-2	Glass	5.527562
SK-MEL-2	Glass	6.59626
SK-MEL-2	Glass	22.88795
SK-MEL-2	Glass	23.781484
SK-MEL-2	Glass	10.983261
SK-MEL-2	Glass	12.047547
SK-MEL-2	Glass	13.476861
SK-MEL-2	Glass	16.585303
SK-MEL-2	Glass	20.225349
SK-MEL-2	Glass	6.705171
SK-MEL-2	Glass	3.001434
SK-MEL-2	Glass	36.821638
SK-MEL-2	Glass	4.304841
SK-MEL-2	Glass	3.51414
SK-MEL-2	Glass	4.856421
SK-MEL-2	Glass	3.120994
SK-MEL-2	Glass	6.869844
SK-MEL-2	Glass	3.6337
SK-MEL-2	Glass	4.070131
SK-MEL-2	Glass	16.020434
SK-MEL-2	Glass	19.384985
SK-MEL-2	Glass	15.802502
SK-MEL-2	Glass	9.428609
SK-MEL-2	Glass	10.238814
SK-MEL-2	Glass	6.400885
SK-MEL-2	Glass	5.963993
SK-MEL-2	Glass	13.718366
SK-MEL-2	Glass	15.97297
SK-MEL-2	Glass	5.647123
SK-MEL-2	Glass	25.000218
SK-MEL-2	Glass	20.532475
SK-MEL-2	Glass	4.135757
SK-MEL-2	Glass	8.209095
SK-MEL-2	Glass	14.319931
SK-MEL-2	Glass	18.722235
SK-MEL-2	Glass	16.688437
SK-MEL-2	Glass	3.464616
SK-MEL-2	Glass	2.013423
SK-MEL-2	Glass	0.949137
SK-MEL-2	Glass	2.291418
SK-MEL-2	Glass	13.392225
SK-MEL-2	Glass	18.334324
SK-MEL-2	Glass	12.271607
SK-MEL-2	Glass	8.374972
SK-MEL-2	Glass	10.238814
SK-MEL-2	Glass	6.869844
SK-MEL-2	Glass	22.865625
SK-MEL-2	Glass	12.519583
SK-MEL-2	Glass	11.898427
A375	500Pa Coll	19.895983
A375	500Pa Coll	11.890806
A375	500Pa Coll	9.980189
A375	500Pa Coll	21.19386
A375	500Pa Coll	35.304588
A375	500Pa Coll	6.083554
A375	500Pa Coll	22.397068
A375	500Pa Coll	21.693473
A375	500Pa Coll	26.280748
A375	500Pa Coll	43.259895
A375	500Pa Coll	32.825336
A375	500Pa Coll	38.558284
A375	500Pa Coll	41.621093
A375	500Pa Coll	44.937679
A375	500Pa Coll	26.811253
A375	500Pa Coll	31.571326
A375	500Pa Coll	41.290221
A375	500Pa Coll	35.641372
A375	500Pa Coll	27.794514
A375	500Pa Coll	28.366513
A375	500Pa Coll	39.89321
A375	500Pa Coll	88.187939
A375	500Pa Coll	97.251097
A375	500Pa Coll	23.255129
A375	500Pa Coll	18.343423
A375	500Pa Coll	14.645647
A375	500Pa Coll	14.056558
A375	500Pa Coll	15.331398
A375	500Pa Coll	225.801124
A375	500Pa Coll	27.336338
A375	500Pa Coll	24.772193
A375	500Pa Coll	50.003288
A375	500Pa Coll	251.360512
A375	500Pa Coll	2.793475
A375	500Pa Coll	29.223209
A375	500Pa Coll	20.230114
A375	500Pa Coll	18.772027
A375	500Pa Coll	18.489814
A375	500Pa Coll	20.835129
A375	500Pa Coll	34.081921
A375	500Pa Coll	28.091919
A375	500Pa Coll	43.32731
A375	500Pa Coll	36.463623
A375	500Pa Coll	33.066042
A375	500Pa Coll	95.364984
A375	500Pa Coll	27.467001
A375	500Pa Coll	29.572658
A375	500Pa Coll	23.190166
A375	500Pa Coll	27.274003
A375	500Pa Coll	30.021583
A375	500Pa FN	14.563026
A375	500Pa FN	3.355705
A375	500Pa FN	10.492895
A375	500Pa FN	10.497306
A375	500Pa FN	9.379085
A375	500Pa FN	18.859021
A375	500Pa FN	33.623888
A375	500Pa FN	8.490122
A375	500Pa FN	32.522635
A375	500Pa FN	19.995952
A375	500Pa FN	23.919621
A375	500Pa FN	12.132676
A375	500Pa FN	9.280824
A375	500Pa FN	17.178014
A375	500Pa FN	23.168867
A375	500Pa FN	10.358375
A375	500Pa FN	6.59626
A375	500Pa FN	14.378301
A375	500Pa FN	23.540245
A375	500Pa FN	19.65462
A375	500Pa FN	32.683328
A375	500Pa FN	25.787697
A375	500Pa FN	25.283813
A375	500Pa FN	22.30423
A375	500Pa FN	26.408349
A375	500Pa FN	19.865874
A375	500Pa FN	10.762045
A375	500Pa FN	9.161263
A375	500Pa FN	20.95926
A375	500Pa FN	12.001437
A375	500Pa FN	22.477786
A375	500Pa FN	8.01629
A375	500Pa FN	16.242824
A375	500Pa FN	17.373389
A375	500Pa FN	37.783007
A375	500Pa FN	34.354452
A375	500Pa FN	16.554645
A375	500Pa FN	15.119479
A375	500Pa FN	20.616559
A375	500Pa FN	24.476116
A375	500Pa FN	20.418046
A375	500Pa FN	15.796859
A375	500Pa FN	10.268834
A375	500Pa FN	21.989323
A375	500Pa FN	19.178853
A375	500Pa FN	32.633399
A375	500Pa FN	13.074653
A375	500Pa FN	35.398309
A375	500Pa FN	55.660885
A375	500Pa FN	13.601379
A375	30kPa Coll	28.892484
A375	30kPa Coll	18.108329
